"","[1]_A_67_651.txt","[10]_A_65_491.txt","[11]_A_65_576.txt","[12]_A_RES_65_259.txt","[13]_A_64_477.txt","[14]_A_64_7_Add.9.txt","[15]_A_RES_64_243.txt","[16]_A_63_743.txt","[17]_A_63_774.txt","[18]_A_RES_63_269.txt","[19]_A_62_793.txt","[2]_A_67_770.txt","[20]_A_62_793_Corr.1.txt","[21]_A_62_793_Add.1.txt","[22]_A_62_510_Rev.1.txt","[23]_A_62_477.txt","[24]_A_62_502.txt","[25]_A_63_487.txt","[26]_A_RES_63_262.txt","[27]_A_60_846_Add.1.txt","[28]_A_60_870.txt","[29]_A_RES_60_283.txt","[3]_A_C.5_67_L.23.txt","[4]_A_66_516.txt","[5]_A_66_7_Add.10.txt","[6]_A_RES_66_247.txt","[7]_A_66_94.txt","[8]_A_66_7_Add.1.txt","[9]_A_RES_66_246.txt"
"[19]_A_62_793.txt",0.176934431797757,1,0.225602878119071,0.676871081407226,0.270991678489157,0.333856594162831,0.554497887231166,0.713755974266603,0.622429750152502,0.713573672362085,0,0.216308987300197,0.360995682993412,0.264330819982074,0.358757484896188,0.46781641447711,0.179346540961157,0.284690513217986,0.466086262830467,0.31075649913749,0.446227523457929,0.563449562442541,0.581628323625143,0.443341404019544,0.44539115021724,0.698114507796432,0.185715668602146,0.285254499369294,0.528356868622964
"[2]_A_67_770.txt",0.150558915137897,1,0.166607335428719,0.510708028429959,0.383512744471121,0.298338340011045,0.444794111365118,0.697125151564301,0.490092687504855,0.592856826198657,0.216308987300197,0,0.527853262268615,0.357376435063473,0.41977938395448,0.499335849575284,0.204693516620075,0.177488065798658,0.332243877714947,0.309095102208274,0.347081586863383,0.449528893383907,0.417269285567664,0.46118591031904,0.393710820134102,0.578041880518307,0.303777532105687,0.170148015110312,0.395535045534321
"[20]_A_62_793_Corr.1.txt",0.490005367495999,1,0.501644183316403,0.752718180317034,0.404323029522379,0.418283918037615,0.638188451395601,0.772251510156007,0.713162215746676,0.742746962643967,0.360995682993412,0.527853262268615,0,0.329185313841687,0.539727205370727,0.606376402805389,0.533333543649807,0.48408797537527,0.585763889690573,0.525690416287907,0.607609692041568,0.692958339932071,0.674298206090445,0.538311746229026,0.548502864135101,0.748579256182813,0.467165289650818,0.525600607747947,0.649208263451643
"[21]_A_62_793_Add.1.txt",0.350524666650307,1,0.345322696152663,0.66030757978604,0.325614657389701,0.309492831591247,0.555160446513998,0.75385222221838,0.67579421728834,0.723180343386303,0.264330819982074,0.357376435063473,0.329185313841687,0,0.442865193456817,0.529951740072783,0.326848735565762,0.288974597156574,0.453622384984285,0.406317624044079,0.481935705014181,0.584634260625679,0.615230517320552,0.450352646648781,0.455850796112026,0.697941338038201,0.378264817648031,0.388440877361665,0.526373951617956
"[22]_A_62_510_Rev.1.txt",0.460030985715095,1,0.315451291180725,0.609929740453822,0.241546531253107,0.224132336344036,0.512987908427363,0.612178422065004,0.514899275296244,0.639520066281292,0.358757484896188,0.41977938395448,0.539727205370727,0.442865193456817,0,0.395752209719259,0.515354836966274,0.267961481265831,0.400689332561433,0.242855826508739,0.35719889870666,0.506116426700791,0.576891698417002,0.336373191407605,0.370547977673244,0.643316313498594,0.330292053663534,0.293011122525434,0.507671152477609
"[23]_A_62_477.txt",0.475100698438059,1,0.398516484974576,0.660322567698499,0.295621232500331,0.437045619926059,0.531405156165458,0.386955049517997,0.386621546568416,0.430894135621268,0.46781641447711,0.499335849575284,0.606376402805389,0.529951740072783,0.395752209719259,0,0.554505461675077,0.367358033836019,0.414023831111762,0.434277372382534,0.460764975998856,0.599023893888945,0.591975382993029,0.314289201309724,0.445997684091155,0.641297694983849,0.386384652072626,0.417551034953093,0.53999756903615
"[24]_A_62_502.txt",0.167389558540396,1,0.267269651399638,0.642092940922534,0.449701886399291,0.446357052257061,0.575268533577326,0.759025593276296,0.656815317298732,0.694848845304934,0.179346540961157,0.204693516620075,0.533333543649807,0.326848735565762,0.515354836966274,0.554505461675077,0,0.308353538467298,0.454559979915845,0.402509175815846,0.484231177836488,0.528710482482388,0.56634333447415,0.552396765806726,0.53866084895058,0.697651004528985,0.331948064184947,0.369423282132968,0.537670732152826
"[25]_A_63_487.txt",0.301333092226662,1,0.172313374091894,0.391667061068307,0.31351665603621,0.157484761800723,0.34011690950268,0.628176701754234,0.403154267771579,0.505924913580504,0.284690513217986,0.177488065798658,0.48408797537527,0.288974597156574,0.267961481265831,0.367358033836019,0.308353538467298,0,0.249952145140128,0.283330074629605,0.215759121786192,0.36711777384713,0.363928515154048,0.341887693977,0.258090490723285,0.454193674913909,0.360411236288042,0.155316076817167,0.312436810845804
"[26]_A_RES_63_262.txt",0.458023318607245,1,0.295525968565762,0.35384684833328,0.382334464146813,0.278666922308476,0.300856629468309,0.573674791012433,0.438097097199166,0.336687095239415,0.466086262830467,0.332243877714947,0.585763889690573,0.453622384984285,0.400689332561433,0.414023831111762,0.454559979915845,0.249952145140128,0,0.26712369676487,0.328303482455639,0.309220496048716,0.279959001316004,0.373310820859266,0.351812534450958,0.442571226661016,0.511403248566416,0.328713607678924,0.264101713669982
"[27]_A_60_846_Add.1.txt",0.363771677871297,1,0.251978599483107,0.614960736241886,0.306338593786685,0.24128919911949,0.464695464328599,0.671108030680731,0.529241087576298,0.63372256183363,0.31075649913749,0.309095102208274,0.525690416287907,0.406317624044079,0.242855826508739,0.434277372382534,0.402509175815846,0.283330074629605,0.26712369676487,0,0.344876954163187,0.457674100201729,0.514431327398402,0.38307928511863,0.382224466927029,0.634232516454935,0.35630136439596,0.273160243113159,0.445432135244785
"[28]_A_60_870.txt",0.466932738257348,1,0.346664720595034,0.323208637476178,0.410254631540613,0.296298960015114,0.280099987262248,0.67322575476694,0.485997535135491,0.502745537032274,0.446227523457929,0.347081586863383,0.607609692041568,0.481935705014181,0.35719889870666,0.460764975998856,0.484231177836488,0.215759121786192,0.328303482455639,0.344876954163187,0,0.258337349462502,0.31742073155649,0.433003180490119,0.318242485562333,0.371029962303742,0.468828584819924,0.283927004204771,0.276964248995584
"[29]_A_RES_60_283.txt",0.568939857977784,1,0.466166657867831,0.271251382142454,0.544648970607963,0.43244214691899,0.243912569436126,0.744614149233906,0.603762257884164,0.462123368350531,0.563449562442541,0.449528893383907,0.692958339932071,0.584634260625679,0.506116426700791,0.599023893888945,0.528710482482388,0.36711777384713,0.309220496048716,0.457674100201729,0.258337349462502,0,0.271237764637818,0.557090583625202,0.445688147548752,0.35847674264402,0.618199971650403,0.44407567585084,0.238058481797181
"[3]_A_C.5_67_L.23.txt",0.538067584350502,1,0.484909045816569,0.18302248258922,0.555241128177945,0.444065166710237,0.226069604014835,0.734844147199752,0.56057016039005,0.375289998328769,0.581628323625143,0.417269285567664,0.674298206090445,0.615230517320552,0.576891698417002,0.591975382993029,0.56634333447415,0.363928515154048,0.279959001316004,0.514431327398402,0.31742073155649,0.271237764637818,0,0.539644134058312,0.418393639466368,0.29217349883717,0.648264978328345,0.438621637047728,0.198992106582941
"[4]_A_66_516.txt",0.490533742271309,1,0.38691061946576,0.605922455120455,0.318909788921577,0.336654911379955,0.505852185812197,0.381397788768944,0.327442186540945,0.465225403118294,0.443341404019544,0.46118591031904,0.538311746229026,0.450352646648781,0.336373191407605,0.314289201309724,0.552396765806726,0.341887693977,0.373310820859266,0.38307928511863,0.433003180490119,0.557090583625202,0.539644134058312,0,0.149892708413463,0.60591062185198,0.425622188023686,0.378455417655268,0.519446466642565
"[5]_A_66_7_Add.10.txt",0.497704768311586,1,0.346440856065863,0.450805090357303,0.389689913060737,0.291007020267146,0.373240248922897,0.61418116702051,0.447208505192967,0.514372457428351,0.44539115021724,0.393710820134102,0.548502864135101,0.455850796112026,0.370547977673244,0.445997684091155,0.53866084895058,0.258090490723285,0.351812534450958,0.382224466927029,0.318242485562333,0.445688147548752,0.418393639466368,0.149892708413463,0,0.48571023786043,0.497170435961717,0.306096214943405,0.39319748498254
"[6]_A_RES_66_247.txt",0.644305437055275,1,0.583312696527322,0.143800714739212,0.671020031735489,0.572534577723029,0.264167539996886,0.757713239197465,0.63967937703919,0.506629256364713,0.698114507796432,0.578041880518307,0.748579256182813,0.697941338038201,0.643316313498594,0.641297694983849,0.697651004528985,0.454193674913909,0.442571226661016,0.634232516454935,0.371029962303742,0.35847674264402,0.29217349883717,0.60591062185198,0.48571023786043,0,0.722533621649862,0.545843584793081,0.26658202789359
"[7]_A_66_94.txt",0.30508425267444,1,0.25807218390988,0.691389779259723,0.232410141871659,0.363092022619591,0.584792227800371,0.569176020115871,0.556410586985028,0.673723437865829,0.185715668602146,0.303777532105687,0.467165289650818,0.378264817648031,0.330292053663534,0.386384652072626,0.331948064184947,0.360411236288042,0.511403248566416,0.35630136439596,0.468828584819924,0.618199971650403,0.648264978328345,0.425622188023686,0.497170435961717,0.722533621649862,0,0.245870807274259,0.58317776031148
"[8]_A_66_7_Add.1.txt",0.341009469159343,1,0.125746176224499,0.468474178510327,0.285606706881838,0.175847273505247,0.389351033530965,0.613274607694076,0.423538367702964,0.551415529018007,0.285254499369294,0.170148015110312,0.525600607747947,0.388440877361665,0.293011122525434,0.417551034953093,0.369423282132968,0.155316076817167,0.328713607678924,0.273160243113159,0.283927004204771,0.44407567585084,0.438621637047728,0.378455417655268,0.306096214943405,0.545843584793081,0.245870807274259,0,0.362257934990626
"[9]_A_RES_66_246.txt",0.520633033108949,1,0.383828482598324,0.203594257220491,0.521184094974294,0.392413672974095,0.087553378752697,0.733933225239849,0.56204407416887,0.438893488126876,0.528356868622964,0.395535045534321,0.649208263451643,0.526373951617956,0.507671152477609,0.53999756903615,0.537670732152826,0.312436810845804,0.264101713669982,0.445432135244785,0.276964248995584,0.238058481797181,0.198992106582941,0.519446466642565,0.39319748498254,0.26658202789359,0.58317776031148,0.362257934990626,0
