index,46,corpus,ITS,Filename,E_CN.4_2004_72.txt,DocLabel,E/CN.4/2004/72,DatePublish,17-Mar-04,DocType,4,DocTitle,Missing persons in connection with armed conflict : note / by the Secretariat,"""},"
index,47,corpus,ITS,Filename,E_CN.4_2004_84.txt,DocLabel,E/CN.4/2004/84,DatePublish,22-Dec-03,DocType,4,DocTitle,Human rights and international solidarity : note / by the Secretary-General,"""},"
index,48,corpus,ITS,Filename,E_CN.4_Sub.2_2005_12.txt,DocLabel,E/CN.4/SUB.2/2005/12,DatePublish,07-Jun-05,DocType,4,DocTitle,Women in prison : note / by the Secretariat,"""},"
index,49,corpus,ITS,Filename,E_CN.4_Sub.2_2005_37.txt,DocLabel,E/CN.4/SUB.2/2005/37,DatePublish,29-Jun-05,DocType,4,DocTitle,Human rights and international solidarity : note / by the Secretariat,"""},"
index,50,corpus,ITS,Filename,FCCC_CP_2001_13_Add.4_Corr.1.txt,DocLabel,FCCC/CP/2001/13/ADD.4/Corr.1,DatePublish,15-May-02,DocType,0,DocTitle,"Report of the Conference of the Parties on its 7th session, held at Marrakesh from 29 October to 10 November 2001 : addendum : corrigendum","""},"
index,51,corpus,ITS,Filename,FCCC_SBI_2004_L.21_Rev.1.txt,DocLabel,FCCC/SBI/2004/L.21/REV.1,DatePublish,14-Dec-04,DocType,4,DocTitle,Level of emissions for the base year of Croatia : draft conclusions / proposed by the Chair,"""},"
index,52,corpus,ITS,Filename,FCCC_SBI_2006_L.16.txt,DocLabel,FCCC/SBI/2006/L.16,DatePublish,24-May-06,DocType,1,DocTitle,Capacity-building under the Kyoto Protocol : draft conclusions / proposed by the Chair,"""},"
index,53,corpus,ITS,Filename,FCCC_SBI_2006_L.6.txt,DocLabel,FCCC/SBI/2006/L.6,DatePublish,23-May-06,DocType,4,DocTitle,Special Climate Change Fund : draft conclusions / proposed by the Chair,"""},"
index,54,corpus,ITS,Filename,FCCC_SBI_2009_L.30.txt,DocLabel,FCCC/SBI/2009/L.30,DatePublish,12-Dec-09,DocType,4,DocTitle,No title available,"""},"
index,55,corpus,ITS,Filename,FCCC_SBI_2011_L.14.txt,DocLabel,FCCC/SBI/2011/L.14,DatePublish,16-Jun-11,DocType,4,DocTitle,No title available,"""},"
index,56,corpus,ITS,Filename,FCCC_SBSTA_2004_L.10.txt,DocLabel,FCCC/SBSTA/2004/L.10,DatePublish,24-Jun-04,DocType,4,DocTitle,Draft conclusions on agenda item 10 (a) / proposed by the Chair,"""},"
index,57,corpus,ITS,Filename,FCCC_SBSTA_2004_L.11.txt,DocLabel,FCCC/SBSTA/2004/L.11,DatePublish,24-Jun-04,DocType,4,DocTitle,Draft conclusions on agenda item 10 (b) / proposed by the Chair,"""},"
index,58,corpus,ITS,Filename,FCCC_SBSTA_2006_L.2.txt,DocLabel,FCCC/SBSTA/2006/L.2,DatePublish,22-May-06,DocType,4,DocTitle,"Matters relating to Article 2, para. 3, of the Kyoto Protocol : draft conclusions / proposed by the Chair","""},"
index,59,corpus,ITS,Filename,S_RES_1317_(2000).txt,DocLabel,S/RES/1317(2000),DatePublish,05-Sep-00,DocType,4,DocTitle,Security Council resolution 1317 (2000) [on extension of the mandate of the UN Mission in Sierra Leone (UNAMSIL)],"""},"
index,60,corpus,ITS,Filename,S_RES_1585_(2005).txt,DocLabel,S/RES/1585(2005),DatePublish,10-Mar-05,DocType,4,DocTitle,Security Council resolution 1585 (2005) [on extension of the mandate of the UN Advance Mission in the Sudan (UNAMIS)],"""},"
index,61,corpus,ITS,Filename,S_RES_1588_(2005).txt,DocLabel,S/RES/1588(2005),DatePublish,17-Mar-05,DocType,4,DocTitle,Security Council resolution 1588 (2005) [on extension of the mandate of the UN Advance Mission in the Sudan (UNAMIS)],"""},"
index,62,corpus,ICT,Filename,A_55_50_E_2000_55.txt,DocLabel,A/55/50/E/2000/55,DatePublish,22-May-00,DocType,0,DocTitle,Report of the High-level Panel of Experts on Information and Communication Technology note / by the Secretary-General,"""},"
index,63,corpus,ICT,Filename,A_56_968.txt,DocLabel,A/56/968,DatePublish,31-May-02,DocType,3,DocTitle,Letter dated 2002/05/30 from Charge d'affaires a.i. of the Permanent Mission of Nauru to the United Nations addressed to the Secretary-General,"""},"
index,64,corpus,ICT,Filename,A_59_558.txt,DocLabel,A/59/558,DatePublish,08-Nov-04,DocType,2,DocTitle,"Information and communications technology strategy : strengthening the Department of Public Information, within the existing capacity, in order to support and enhance the United Nations web site in all official languages of the organization : status of implementation : report of the Advisory Committee on Administrative and Budgetary Questions","""},"
index,65,corpus,ICT,Filename,A_59_563.txt,DocLabel,A/59/563,DatePublish,10-Nov-04,DocType,1,DocTitle,Information and communication technologies for development progress in the implementation of General Assembly resolution 57/295 report of the Secretary-General,"""},"
index,66,corpus,ICT,Filename,A_60_323.txt,DocLabel,A/60/323,DatePublish,01-Sep-05,DocType,1,DocTitle,Information and communication technologies for development progress in the implementation of General Assembly resolution 57/295 report of the Secretary-General,"""},"
index,67,corpus,ICT,Filename,A_61_254.txt,DocLabel,A/61/254,DatePublish,08-Aug-06,DocType,1,DocTitle,Information and communication technologies for development progress in the implementation of General Assembly resolution 57/295 report of the Secretary-General,"""},"
